;movie_code;duration;facenumber_in_poster;country;budget;gross;num_voted_users;num_user_for_reviews;num_critic_for_reviews;movie_facebook_likes;director_facebook_likes;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;cast_total_facebook_likes;imdb_score;imdb_score_class
830;831;96.0;1.0;USA;57000000.0;51774002.0;87745;331.0;287.0;18000;83.0;12000.0;1000.0;1000.0;16121;4.3;Fair
174;175;100.0;0.0;Australia;135000000.0;63992328.0;32399;79.0;156.0;0;750.0;49000.0;11000.0;988.0;62644;5.9;Fair
4898;4899;85.0;0.0;USA;200000.0;381225.0;131;13.0;15.0;30;0.0;66.0;0.0;0.0;66;7.2;Good
279;280;136.0;1.0;USA;126000000.0;35799026.0;263329;899.0;257.0;0;0.0;19000.0;12000.0;3000.0;34839;6.9;Good
1997;1998;92.0;2.0;USA;25000000.0;1550000.0;30628;471.0;143.0;937;892.0;783.0;595.0;492.0;2930;2.9;Bad
4090;4091;109.0;0.0;USA;3000000.0;4109095.0;8239;92.0;33.0;0;300.0;729.0;257.0;200.0;1292;6.0;Fair
3354;3355;178.0;1.0;USA;8000000.0;107930000.0;1324680;2195.0;215.0;45000;16000.0;13000.0;902.0;857.0;16557;8.9;Excellent
3680;3681;99.0;3.0;USA;5500000.0;56007.0;3754;69.0;27.0;113;56.0;4000.0;902.0;781.0;6776;4.9;Fair
583;584;116.0;2.0;USA;70000000.0;152149590.0;74274;255.0;103.0;0;0.0;8000.0;3000.0;995.0;12790;5.5;Fair
1899;1900;117.0;1.0;USA;25000000.0;51533608.0;203111;755.0;408.0;32000;248.0;14000.0;798.0;726.0;16606;6.8;Good
500;501;106.0;0.0;USA;90000000.0;27356090.0;58752;117.0;202.0;21000;42.0;14000.0;788.0;612.0;16922;6.0;Fair
2309;2310;99.0;3.0;UK;15000000.0;5702083.0;80617;190.0;345.0;36000;0.0;13000.0;10000.0;691.0;23755;6.5;Good
3897;3898;91.0;1.0;USA;4000000.0;35385560.0;27198;131.0;149.0;8000;357.0;3000.0;465.0;326.0;4807;4.6;Fair
3973;3974;107.0;0.0;USA;3768785.0;8000000.0;3167;90.0;21.0;456;24.0;277.0;244.0;83.0;731;7.0;Good
3723;3724;134.0;1.0;USA;5000000.0;20733485.0;11622;157.0;95.0;1000;3000.0;205.0;130.0;77.0;428;7.2;Good
4317;4318;119.0;2.0;South Africa;2000000.0;4958.0;9689;23.0;30.0;1000;5.0;29.0;18.0;12.0;86;7.8;Good
2617;2618;100.0;1.0;Canada;20000000.0;71588220.0;134869;304.0;393.0;57000;127.0;1000.0;340.0;250.0;1949;6.2;Good
1013;1014;96.0;1.0;USA;25000000.0;17114882.0;189249;398.0;356.0;0;0.0;10000.0;6000.0;509.0;17211;7.7;Good
957;958;106.0;0.0;UK;50000000.0;91439400.0;200647;384.0;359.0;24000;174.0;14000.0;664.0;660.0;16967;7.0;Good
2019;2020;114.0;1.0;USA;105000000.0;28772222.0;33958;163.0;163.0;37000;19.0;1000.0;897.0;848.0;3962;5.3;Fair
4575;4576;97.0;0.0;USA;1000000.0;464655.0;1524;29.0;28.0;166;4.0;611.0;394.0;301.0;1692;7.0;Good
3541;3542;102.0;1.0;USA;6900000.0;7993039.0;120036;408.0;152.0;10000;0.0;14000.0;1000.0;787.0;18643;7.7;Good
1946;1947;7.0;0.0;UK;;;7968;12.0;12.0;834;;45.0;7.0;3.0;55;8.3;Excellent
4368;4369;114.0;3.0;USA;1800000.0;;25472;109.0;26.0;0;57.0;16000.0;844.0;426.0;18263;7.0;Good
4140;4141;105.0;1.0;USA;95000000.0;201148159.0;103749;323.0;343.0;56000;0.0;2000.0;520.0;502.0;4671;7.0;Good
3298;3299;119.0;4.0;USA;8500000.0;6047856.0;27536;327.0;117.0;1000;188.0;187.0;127.0;35.0;358;6.7;Good
2912;2913;69.0;0.0;USA;12500000.0;48092846.0;61753;133.0;24.0;5000;383.0;912.0;320.0;191.0;1833;7.3;Good
431;432;88.0;0.0;USA;85000000.0;80170146.0;243053;488.0;238.0;0;218.0;17000.0;4000.0;521.0;21863;6.1;Good
2380;2381;121.0;2.0;USA;;5308553.0;5147;37.0;102.0;0;33.0;1000.0;919.0;505.0;3260;6.4;Good
4246;4247;115.0;0.0;UK;2000000.0;24800000.0;89403;358.0;167.0;0;92.0;559.0;201.0;177.0;1456;7.5;Good
3071;3072;96.0;0.0;Italy;;;618;12.0;28.0;85;4.0;917.0;545.0;199.0;1827;6.2;Good
4081;4082;109.0;1.0;USA;3000000.0;8114507.0;95362;270.0;405.0;62000;0.0;140.0;63.0;48.0;328;7.9;Good
4026;4027;92.0;0.0;USA;3000000.0;2926565.0;28573;72.0;159.0;0;0.0;1000.0;585.0;539.0;3608;6.5;Good
3413;3414;111.0;3.0;UK;;146083.0;1591;27.0;36.0;75;2.0;735.0;306.0;227.0;1378;6.3;Good
2925;2926;112.0;1.0;USA;12000000.0;65500000.0;66966;175.0;83.0;0;608.0;11000.0;10000.0;733.0;22479;7.4;Good
2113;2114;143.0;2.0;USA;25000000.0;5000000.0;1547;50.0;22.0;104;688.0;638.0;50.0;42.0;788;6.2;Good
760;761;124.0;3.0;USA;60000000.0;56443482.0;75329;256.0;315.0;24000;737.0;34000.0;22000.0;14000.0;75793;6.6;Good
4683;4684;99.0;0.0;UK;900000.0;18378.0;9376;74.0;114.0;0;4.0;1000.0;233.0;201.0;1558;5.2;Fair
4174;4175;66.0;0.0;Spain;2600000.0;38108.0;40878;124.0;173.0;0;76.0;123.0;76.0;36.0;239;7.2;Good
3527;3528;103.0;0.0;USA;3500000.0;236266.0;15104;290.0;103.0;0;835.0;13000.0;0.0;;13000;6.2;Good
772;773;127.0;3.0;USA;;36965395.0;113295;235.0;252.0;0;162.0;18000.0;748.0;379.0;19776;7.1;Good
4701;4702;71.0;1.0;USA;650000.0;;5;1.0;1.0;5;0.0;1000.0;338.0;21.0;1359;7.4;Good
2872;2873;84.0;0.0;USA;13000000.0;5002310.0;25541;181.0;47.0;0;2.0;15000.0;816.0;690.0;18864;5.6;Fair
1896;1897;96.0;3.0;USA;17000000.0;82234139.0;110390;522.0;181.0;6000;47.0;14000.0;11000.0;3000.0;28071;7.2;Good
3124;3125;85.0;0.0;USA;8500000.0;28563926.0;16300;217.0;86.0;720;21.0;931.0;855.0;782.0;3819;5.0;Fair
1229;1230;131.0;1.0;UK;35000000.0;54228104.0;104991;544.0;138.0;0;58.0;15000.0;1000.0;720.0;17152;7.7;Good
291;292;106.0;1.0;USA;100000000.0;65452312.0;149998;285.0;267.0;0;12000.0;18000.0;464.0;385.0;19906;6.4;Good
159;160;127.0;0.0;USA;150000000.0;257704099.0;504419;1559.0;518.0;19000;14000.0;26000.0;12000.0;981.0;39284;8.0;Good
1606;1607;111.0;1.0;USA;30000000.0;76806312.0;124501;154.0;175.0;0;98.0;2000.0;805.0;71.0;2978;6.1;Good
2742;2743;103.0;0.0;USA;15000000.0;73548.0;47574;209.0;177.0;0;129.0;14000.0;1000.0;1000.0;18639;6.1;Good
2383;2384;110.0;0.0;USA;;560512.0;550;3.0;63.0;599;44.0;8000.0;691.0;85.0;8972;7.8;Good
4748;4749;97.0;0.0;Switzerland;500000.0;;3013;24.0;10.0;344;32.0;11000.0;422.0;329.0;11839;5.8;Fair
2883;2884;102.0;2.0;USA;13000000.0;17738570.0;351274;457.0;364.0;131000;139.0;8000.0;3000.0;850.0;13631;8.0;Good
4362;4363;109.0;1.0;USA;1800000.0;3050934.0;2794;78.0;39.0;0;9.0;767.0;380.0;280.0;2187;7.3;Good
3283;3284;123.0;4.0;USA;9000000.0;36049108.0;10139;70.0;29.0;0;473.0;890.0;851.0;685.0;3661;6.8;Good
327;328;85.0;0.0;USA;100000000.0;58867694.0;54077;112.0;154.0;0;9.0;12000.0;11000.0;970.0;25590;6.8;Good
2539;2540;113.0;2.0;USA;16000000.0;127175354.0;288451;438.0;84.0;0;137.0;879.0;854.0;481.0;2985;7.3;Good
2609;2610;102.0;1.0;USA;15500000.0;317040.0;6723;36.0;60.0;1000;4.0;17000.0;13000.0;882.0;30978;6.8;Good
3485;3486;46.0;0.0;USA;;18642318.0;1723;13.0;14.0;407;0.0;13000.0;366.0;69.0;13448;7.5;Good
4027;4028;107.0;0.0;USA;3300000.0;13092000.0;399138;731.0;535.0;129000;141.0;24000.0;970.0;535.0;26495;8.5;Excellent
947;948;109.0;0.0;USA;50000000.0;81022333.0;34471;147.0;55.0;0;155.0;426.0;387.0;293.0;1761;5.0;Fair
1133;1134;103.0;2.0;USA;45000000.0;2154540.0;3803;41.0;24.0;68;170.0;849.0;623.0;269.0;2457;4.9;Fair
4727;4728;97.0;0.0;USA;500000.0;17000000.0;3274;84.0;95.0;0;8.0;423.0;23.0;22.0;516;5.9;Fair
609;610;127.0;8.0;UK;70000000.0;38345403.0;212085;492.0;228.0;15000;905.0;15000.0;588.0;271.0;16034;7.7;Good
1469;1470;76.0;0.0;UK;35000000.0;19447478.0;15788;80.0;93.0;538;2.0;1000.0;766.0;72.0;1908;5.6;Fair
1456;1457;101.0;1.0;USA;35000000.0;28687835.0;40964;245.0;195.0;0;40.0;2000.0;648.0;398.0;3612;6.2;Good
1725;1726;129.0;1.0;USA;30000000.0;537580.0;52972;124.0;134.0;21000;395.0;18000.0;1000.0;313.0;19620;6.8;Good
2386;2387;97.0;8.0;Canada;15000000.0;20433940.0;78883;662.0;252.0;0;0.0;654.0;529.0;233.0;1876;6.2;Good
550;551;123.0;2.0;USA;80000000.0;41523271.0;57038;261.0;132.0;0;272.0;13000.0;450.0;193.0;13934;6.6;Good
4432;4433;124.0;0.0;USA;1700000.0;183490.0;463;8.0;35.0;594;407.0;38.0;8.0;7.0;60;5.8;Fair
4704;4705;94.0;2.0;USA;700000.0;;1432;19.0;10.0;0;7.0;956.0;945.0;912.0;4767;5.3;Fair
1592;1593;135.0;1.0;USA;30000000.0;122012643.0;143696;241.0;104.0;0;323.0;826.0;692.0;495.0;2575;7.6;Good
3989;3990;85.0;0.0;USA;3500000.0;14000000.0;15956;118.0;95.0;1000;10.0;3000.0;273.0;178.0;3617;6.0;Fair
409;410;120.0;2.0;USA;85000000.0;112703470.0;69860;214.0;187.0;0;278.0;11000.0;2000.0;963.0;15226;6.6;Good
3082;3083;99.0;2.0;USA;10500000.0;125169.0;859;31.0;5.0;119;11.0;665.0;446.0;327.0;2272;6.4;Good
346;347;101.0;2.0;USA;92000000.0;67344392.0;165618;503.0;412.0;66000;212.0;13000.0;787.0;476.0;15481;5.3;Fair
1599;1600;127.0;0.0;USA;33000000.0;100125340.0;1023511;1080.0;216.0;39000;21000.0;11000.0;11000.0;360.0;22678;8.6;Excellent
1410;1411;128.0;0.0;USA;35000000.0;79100000.0;127503;261.0;120.0;0;17000.0;22000.0;1000.0;387.0;24006;7.3;Good
1452;1453;137.0;0.0;USA;35000000.0;37304950.0;102728;279.0;392.0;16000;16000.0;29000.0;6000.0;363.0;36258;6.6;Good
342;343;119.0;1.0;UK;100000000.0;23014504.0;172707;462.0;355.0;37000;0.0;40000.0;11000.0;968.0;54031;6.3;Good
4260;4261;134.0;1.0;USA;2000000.0;;62860;167.0;100.0;0;31.0;654.0;491.0;366.0;2290;8.0;Good
4965;4966;80.0;1.0;UK;1800000.0;;5747;44.0;61.0;246;3.0;798.0;279.0;140.0;1401;5.6;Fair
890;891;96.0;1.0;USA;55000000.0;;19706;142.0;66.0;448;13.0;13000.0;854.0;534.0;15803;5.3;Fair
3186;3187;106.0;0.0;USA;10000000.0;5348317.0;20810;100.0;139.0;0;102.0;14000.0;3000.0;970.0;18712;7.1;Good
1292;1293;114.0;0.0;Spain;45000000.0;18996755.0;145270;322.0;371.0;54000;171.0;6000.0;382.0;284.0;7099;7.6;Good
4150;4151;89.0;1.0;France;2200000.0;3645438.0;55040;539.0;251.0;0;192.0;447.0;236.0;142.0;923;6.8;Good
732;733;111.0;4.0;USA;58000000.0;90356857.0;238916;328.0;315.0;32000;124.0;13000.0;11000.0;357.0;24928;7.1;Good
2621;2622;94.0;0.0;UK;9800000.0;56437947.0;85333;421.0;280.0;0;350.0;326.0;48.0;39.0;486;7.3;Good
4829;4830;80.0;3.0;USA;300000.0;2360184.0;18035;177.0;131.0;0;54.0;1000.0;806.0;543.0;3010;7.1;Good
1115;1116;101.0;0.0;France;70000000.0;22531698.0;81523;214.0;164.0;0;326.0;14000.0;844.0;510.0;15990;5.6;Fair
5011;5012;109.0;3.0;USA;35000000.0;10499968.0;47502;212.0;233.0;10000;453.0;1000.0;206.0;120.0;1458;5.7;Fair
328;329;93.0;1.0;USA;90000000.0;59475623.0;49739;407.0;169.0;0;0.0;11000.0;2000.0;465.0;13748;5.2;Fair
2900;2901;109.0;0.0;USA;13000000.0;214966.0;28483;176.0;225.0;0;187.0;818.0;467.0;204.0;1813;6.1;Good
2055;2056;112.0;0.0;USA;23000000.0;39235088.0;193962;805.0;214.0;5000;123.0;14000.0;991.0;787.0;16196;7.1;Good
4213;4214;84.0;0.0;USA;;438653.0;108052;434.0;121.0;79000;406.0;586.0;497.0;233.0;1490;6.6;Good
576;577;116.0;0.0;USA;72000000.0;32616869.0;34435;346.0;109.0;886;212.0;13000.0;658.0;462.0;14780;4.5;Fair
2543;2544;106.0;0.0;USA;16000000.0;52885587.0;35312;267.0;67.0;0;48.0;23000.0;255.0;35.0;23369;6.4;Good
81;82;97.0;2.0;USA;180000000.0;241407328.0;252257;634.0;401.0;89000;171.0;11000.0;2000.0;846.0;15516;7.0;Good
1766;1767;99.0;1.0;Canada;27000000.0;44450000.0;44394;115.0;62.0;0;0.0;664.0;655.0;186.0;2010;5.8;Fair
4292;4293;96.0;4.0;UK;;444354.0;4049;111.0;41.0;166;11.0;584.0;559.0;490.0;3011;6.4;Good
4523;4524;89.0;1.0;USA;1100000.0;;737;15.0;17.0;444;252.0;1000.0;745.0;252.0;2510;3.0;Bad
2289;2290;106.0;0.0;USA;20000000.0;10555348.0;17349;42.0;20.0;855;277.0;22000.0;2000.0;383.0;24887;6.0;Fair
2497;2498;96.0;0.0;USA;17000000.0;37939782.0;62272;207.0;140.0;2000;36.0;1000.0;580.0;486.0;3294;5.6;Fair
1510;1511;113.0;0.0;USA;34000000.0;102413606.0;310903;524.0;297.0;38000;47.0;988.0;149.0;129.0;1783;6.8;Good
4484;4485;103.0;0.0;USA;1200000.0;55153403.0;299127;1509.0;287.0;0;0.0;2000.0;878.0;651.0;5161;7.7;Good
169;170;106.0;1.0;USA;137000000.0;32131830.0;72259;788.0;166.0;0;6.0;12000.0;2000.0;422.0;15015;6.4;Good
3512;3513;100.0;0.0;USA;7000000.0;2148212.0;781;20.0;25.0;157;0.0;655.0;476.0;359.0;1906;6.3;Good
4344;4345;90.0;2.0;USA;1950000.0;;2032;15.0;23.0;620;58.0;405.0;217.0;164.0;1204;5.2;Fair
3658;3659;111.0;0.0;Thailand;200000000.0;11905519.0;30210;214.0;112.0;0;64.0;778.0;635.0;380.0;2205;7.1;Good
2743;2744;104.0;2.0;South Africa;15000000.0;;609;15.0;17.0;705;36.0;549.0;248.0;2.0;801;6.0;Fair
4586;4587;97.0;0.0;UK;1000000.0;144431.0;1290;13.0;40.0;587;10.0;102.0;7.0;5.0;118;7.3;Good
151;152;88.0;2.0;USA;140000000.0;190418803.0;270207;606.0;208.0;2000;188.0;10000.0;3000.0;826.0;14823;6.1;Good
299;300;131.0;0.0;USA;100000000.0;173005002.0;255447;692.0;193.0;0;226.0;12000.0;625.0;341.0;13679;6.9;Good
2255;2256;99.0;1.0;Hong Kong;20000000.0;17104669.0;99353;354.0;377.0;0;0.0;264.0;62.0;59.0;537;7.8;Good
5015;5016;90.0;2.0;USA;25000.0;;57;2.0;;33;0.0;313.0;25.0;9.0;366;4.8;Fair
2790;2791;96.0;0.0;USA;14000000.0;15062898.0;11729;106.0;37.0;645;0.0;3000.0;2000.0;654.0;6861;6.0;Fair
2599;2600;105.0;1.0;USA;14000000.0;234760500.0;126464;175.0;94.0;0;102.0;901.0;605.0;383.0;3464;7.3;Good
352;353;82.0;2.0;USA;90000000.0;245823397.0;385871;515.0;191.0;0;487.0;15000.0;1000.0;967.0;21275;7.9;Good
1638;1639;105.0;1.0;USA;30000000.0;53021560.0;74630;156.0;159.0;13000;56.0;898.0;60.0;22.0;1026;6.5;Good
1577;1578;99.0;0.0;USA;25000000.0;59073773.0;475518;644.0;536.0;149000;0.0;13000.0;1000.0;670.0;15082;8.1;Excellent
3473;3474;112.0;5.0;Germany;;31973840.0;127760;168.0;160.0;0;20.0;16000.0;109.0;61.0;16289;7.2;Good
4266;4267;115.0;0.0;Mexico;2000000.0;5383834.0;173551;361.0;157.0;11000;0.0;85.0;79.0;35.0;318;8.1;Excellent
138;139;90.0;0.0;USA;150000000.0;165230261.0;182718;209.0;284.0;20000;90.0;11000.0;10000.0;15.0;21015;7.3;Good
4217;4218;101.0;2.0;USA;2361000.0;;1079;28.0;8.0;144;24.0;675.0;659.0;226.0;1627;6.5;Good
2131;2132;136.0;1.0;USA;21000000.0;46700000.0;19832;98.0;43.0;0;16000.0;16000.0;281.0;216.0;16805;5.9;Fair
133;134;113.0;7.0;USA;100000000.0;79711678.0;199039;479.0;526.0;82000;13000.0;40000.0;17000.0;16000.0;80849;6.2;Good
4796;4797;96.0;2.0;USA;100000.0;11798.0;179;18.0;8.0;39;14.0;361.0;14.0;6.0;387;4.7;Fair
128;129;146.0;2.0;USA;150000000.0;133375846.0;207839;435.0;298.0;0;2000.0;15000.0;745.0;294.0;16948;6.7;Good
4791;4792;90.0;0.0;USA;1066167.0;258113.0;42678;135.0;279.0;0;57.0;1000.0;235.0;92.0;1528;7.1;Good
971;972;105.0;1.0;USA;50000000.0;48745150.0;50170;306.0;171.0;773;12.0;87000.0;11000.0;935.0;101383;5.8;Fair
2299;2300;148.0;0.0;USA;20000000.0;8093318.0;61935;242.0;401.0;18000;0.0;204.0;178.0;175.0;707;6.7;Good
1192;1193;94.0;15.0;USA;40000000.0;138614544.0;75152;288.0;104.0;0;189.0;3000.0;2000.0;597.0;7014;5.8;Fair
4460;4461;105.0;1.0;Denmark;1300000.0;1647780.0;65951;258.0;98.0;5000;346.0;280.0;278.0;141.0;821;8.1;Excellent
5002;5003;79.0;0.0;USA;;24705.0;1516;10.0;61.0;377;2.0;962.0;72.0;20.0;1054;6.3;Good
1735;1736;42.0;0.0;USA;;;20839;56.0;13.0;12000;;757.0;641.0;442.0;3309;7.6;Good
2801;2802;112.0;1.0;France;;5990075.0;89906;175.0;259.0;13000;232.0;413.0;412.0;177.0;1372;8.0;Good
889;890;152.0;0.0;UK;2000000.0;;67822;207.0;103.0;0;0.0;617.0;367.0;177.0;1403;7.7;Good
4510;4511;91.0;0.0;USA;2600000.0;2850263.0;5061;70.0;9.0;0;38.0;584.0;399.0;117.0;1218;6.2;Good
2011;2012;121.0;2.0;UK;25000000.0;;34338;103.0;91.0;0;9.0;1000.0;870.0;520.0;3287;6.2;Good
3621;3622;96.0;1.0;Germany;6000000.0;4394936.0;11439;190.0;35.0;901;3.0;4000.0;812.0;353.0;5668;5.3;Fair
4644;4645;85.0;0.0;USA;900000.0;16097842.0;53919;168.0;327.0;17000;0.0;282.0;270.0;88.0;687;7.5;Good
1007;1008;90.0;1.0;USA;70000000.0;23159305.0;128455;514.0;162.0;0;663.0;14000.0;631.0;521.0;16358;8.0;Good
3106;3107;153.0;1.0;UK;10000000.0;16800000.0;25303;138.0;56.0;0;82.0;695.0;275.0;139.0;1593;7.5;Good
1454;1455;101.0;2.0;USA;35000000.0;30307804.0;43991;695.0;137.0;0;48.0;775.0;541.0;531.0;3001;5.2;Fair
412;413;139.0;2.0;USA;85000000.0;150832203.0;341058;713.0;459.0;49000;168.0;14000.0;5000.0;1000.0;22226;6.7;Good
1161;1162;115.0;1.0;USA;42000000.0;41543207.0;30077;175.0;114.0;893;73.0;11000.0;3000.0;505.0;15571;6.3;Good
3862;3863;102.0;0.0;Spain;;199652.0;7390;40.0;92.0;0;3.0;820.0;356.0;327.0;1950;6.6;Good
2147;2148;102.0;1.0;USA;21000000.0;15593.0;2295;40.0;16.0;284;18.0;670.0;419.0;186.0;1562;5.8;Fair
2991;2992;172.0;2.0;Italy;9200000.0;2835886.0;55516;124.0;280.0;29000;667.0;211.0;98.0;70.0;456;7.7;Good
377;378;106.0;0.0;USA;90000000.0;68558662.0;86627;204.0;183.0;28000;87.0;8000.0;956.0;918.0;10882;5.9;Fair
4985;4986;99.0;0.0;Brazil;;;712;9.0;1.0;114;9.0;866.0;308.0;3.0;1179;6.4;Good
2108;2109;100.0;1.0;USA;22000000.0;19783777.0;82804;154.0;203.0;15000;39.0;26000.0;11000.0;798.0;39989;6.5;Good
4371;4372;87.0;0.0;USA;;;13;;;8;9.0;467.0;258.0;165.0;1270;8.7;Excellent
4008;4009;102.0;4.0;USA;68000000.0;34350553.0;104072;207.0;265.0;15000;82.0;622.0;591.0;536.0;2486;5.7;Fair
2046;2047;119.0;0.0;Japan;24000000.0;4710455.0;214091;330.0;212.0;13000;6000.0;23000.0;713.0;422.0;24263;8.2;Excellent
1223;1224;142.0;0.0;USA;40000000.0;72306065.0;178118;355.0;459.0;55000;14000.0;15000.0;535.0;423.0;16944;7.6;Good
1992;1993;127.0;1.0;New Zealand;25000000.0;5128124.0;44198;251.0;126.0;11000;79.0;12000.0;506.0;50.0;12574;7.9;Good
248;249;100.0;3.0;USA;120000000.0;56114221.0;110486;695.0;369.0;41000;128.0;596.0;360.0;78.0;1261;4.3;Fair
4501;4502;97.0;0.0;Canada;1200000.0;24784.0;591;10.0;23.0;5000;4.0;;;;0;7.4;Good
1889;1890;105.0;5.0;USA;25000000.0;77264926.0;21176;107.0;139.0;0;99.0;3000.0;448.0;433.0;5740;6.1;Good
755;756;93.0;0.0;UK;60000000.0;50818750.0;31209;106.0;118.0;0;18.0;9000.0;2000.0;903.0;13403;6.1;Good
2764;2765;65.0;2.0;Canada;;;10;;;0;0.0;770.0;179.0;176.0;1125;9.5;Excellent
612;613;116.0;2.0;USA;70000000.0;30157016.0;39659;189.0;128.0;792;541.0;12000.0;405.0;384.0;12993;5.6;Fair
4342;4343;99.0;2.0;USA;1900000.0;4600000.0;11763;111.0;45.0;0;28.0;18000.0;1000.0;223.0;19649;7.1;Good
2355;2356;236.0;1.0;USA;22000000.0;184208848.0;186485;382.0;92.0;0;0.0;933.0;839.0;232.0;2398;8.0;Good
4687;4688;170.0;0.0;USA;700000.0;7830611.0;18980;74.0;53.0;0;23.0;7.0;6.0;2.0;15;8.3;Excellent
3793;3794;95.0;1.0;USA;3209000.0;;989;23.0;9.0;44;5.0;197.0;116.0;100.0;538;6.2;Good
1940;1941;121.0;3.0;USA;25000000.0;37738400.0;67797;285.0;322.0;30000;53.0;19000.0;11000.0;8000.0;39690;7.3;Good
2694;2695;124.0;0.0;USA;15000000.0;10763469.0;13692;55.0;42.0;877;11000.0;11000.0;860.0;563.0;12685;6.4;Good
4014;4015;45.0;3.0;UK;;;653;4.0;1.0;405;;773.0;133.0;119.0;1393;7.3;Good
2316;2317;114.0;0.0;Canada;20000000.0;;6904;102.0;25.0;971;329.0;1000.0;912.0;544.0;3493;6.5;Good
4917;4918;105.0;0.0;USA;200000.0;;37;1.0;13.0;38;0.0;178.0;32.0;27.0;263;6.7;Good
531;532;125.0;0.0;USA;50000000.0;41814863.0;28635;308.0;167.0;893;212.0;613.0;422.0;394.0;1970;5.1;Fair
1769;1770;96.0;0.0;USA;28000000.0;39514713.0;60494;132.0;36.0;16000;197.0;580.0;336.0;115.0;1275;6.7;Good
3152;3153;89.0;5.0;USA;;15102127.0;17790;59.0;83.0;0;23.0;839.0;700.0;503.0;3973;5.8;Fair
398;399;124.0;1.0;USA;85000000.0;172620724.0;146134;393.0;142.0;0;249.0;11000.0;10000.0;936.0;23603;6.4;Good
4434;4435;90.0;3.0;USA;2000000.0;52166.0;2792;22.0;46.0;371;7.0;87000.0;781.0;711.0;89263;6.7;Good
1076;1077;93.0;0.0;USA;45000000.0;101702060.0;85323;212.0;201.0;0;40.0;14000.0;3000.0;311.0;17925;5.8;Fair
3639;3640;107.0;0.0;UK;6000000.0;54606.0;1940;34.0;47.0;30;11.0;773.0;766.0;419.0;2440;6.2;Good
1757;1758;135.0;0.0;USA;28000000.0;64371181.0;36636;289.0;129.0;0;149.0;639.0;617.0;250.0;1845;7.5;Good
3636;3637;96.0;2.0;USA;6000000.0;115862.0;7394;50.0;63.0;0;19.0;1000.0;943.0;71.0;2163;6.7;Good
3509;3510;192.0;0.0;India;7000000.0;2921738.0;34449;119.0;29.0;2000;147.0;8000.0;860.0;397.0;9984;7.9;Good
1406;1407;110.0;0.0;USA;38000000.0;171031347.0;240962;724.0;493.0;36000;1000.0;13000.0;12000.0;538.0;25964;7.7;Good
4240;4241;125.0;0.0;USA;2100000.0;3330.0;22;1.0;4.0;305;7.0;128.0;22.0;17.0;214;7.2;Good
3530;3531;108.0;4.0;USA;7000000.0;453079.0;4124;29.0;104.0;916;30.0;474.0;403.0;281.0;2029;5.9;Fair
19;20;164.0;0.0;New Zealand;250000000.0;255108370.0;354228;802.0;422.0;65000;0.0;5000.0;972.0;773.0;9152;7.5;Good
509;510;94.0;3.0;USA;79000000.0;103812241.0;67296;133.0;178.0;0;62.0;14000.0;12000.0;722.0;27842;5.8;Fair
3917;3918;110.0;2.0;USA;4000000.0;6525762.0;44339;425.0;143.0;0;675.0;16000.0;977.0;968.0;19928;6.7;Good
4673;4674;112.0;1.0;USA;777000.0;115000000.0;63839;238.0;100.0;0;0.0;11000.0;2000.0;425.0;14954;7.5;Good
2761;2762;120.0;0.0;UK;15000000.0;141319195.0;641997;1017.0;418.0;13000;0.0;668.0;56.0;40.0;820;8.0;Good
2042;2043;93.0;2.0;USA;24000000.0;4308981.0;2265;37.0;18.0;839;9.0;23000.0;284.0;254.0;24436;3.9;Bad
2893;2894;102.0;0.0;France;13000000.0;2035566.0;77305;162.0;242.0;11000;43.0;170.0;157.0;113.0;931;6.6;Good
730;731;140.0;1.0;USA;60000000.0;80574010.0;63493;302.0;213.0;26000;708.0;11000.0;8000.0;745.0;20440;5.7;Fair
3533;3534;97.0;3.0;UK;7000000.0;233103.0;2670;50.0;49.0;311;554.0;876.0;838.0;530.0;2544;6.9;Good
416;417;145.0;1.0;USA;85000000.0;57010853.0;119286;548.0;229.0;0;252.0;879.0;691.0;210.0;2380;7.3;Good
1614;1615;119.0;0.0;USA;30000000.0;66468315.0;428916;667.0;589.0;75000;0.0;23000.0;13000.0;502.0;37387;7.4;Good
5038;5039;43.0;1.0;USA;;;73839;359.0;43.0;32000;;841.0;593.0;319.0;1753;7.5;Good
3536;3537;88.0;0.0;USA;7000000.0;;8589;70.0;112.0;0;0.0;1000.0;844.0;507.0;3150;4.8;Fair
4055;4056;87.0;0.0;USA;2200000.0;30000000.0;43485;327.0;138.0;0;28.0;426.0;359.0;217.0;1472;5.4;Fair
1496;1497;101.0;0.0;USA;35000000.0;6448817.0;2189;31.0;24.0;0;31.0;690.0;457.0;448.0;1993;4.6;Fair
1277;1278;115.0;3.0;UK;35000000.0;26814957.0;84357;252.0;169.0;0;56.0;20000.0;19000.0;19000.0;77823;6.7;Good
3264;3265;98.0;0.0;USA;10500000.0;14114488.0;13190;114.0;66.0;616;17.0;1000.0;887.0;770.0;3827;4.5;Fair
1810;1811;82.0;0.0;USA;27000000.0;31768374.0;42761;366.0;152.0;2000;49.0;1000.0;888.0;429.0;3313;5.6;Fair
3776;3777;97.0;1.0;USA;5000000.0;2711210.0;40305;86.0;155.0;0;7.0;8000.0;981.0;939.0;10517;6.4;Good
